review,rating,date,bank,app_name,source,package_name,user_name,thumbs_up
App works fine but could use some improvements in the user interface. Still my opinion.,3,2025-03-31,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2079,3
"Perfect for daily banking needs. All features work as expected. Comparing to other banks, this is my experience.",4,2023-11-20,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5689,16
"Bill payment feature never works properly. Always shows server errors. Comparing to other banks, this is my experience.",2,2025-03-26,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9292,4
App keeps crashing when I try to make payments. Very frustrating! Been using this app for months now.,1,2025-02-14,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2344,7
Quick and secure payments. The app works perfectly on my phone.,5,2023-07-11,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4752,6
Security concerns - app doesn't feel safe for financial transactions.,1,2023-06-16,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2226,10
"Poor customer service. No response to my complaints about app errors. Comparing to other banks, this is my experience.",1,2023-08-12,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2852,10
Smooth and efficient. Customer support is very responsive.,5,2024-11-03,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1393,0
Love the new features. Makes banking so much easier than going to the branch.,3,2023-07-20,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2208,3
Standard banking app with room for improvement in user experience.,3,2025-04-18,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2271,0
Amazing app! Makes mobile banking incredibly easy and secure. Been using this app for months now.,5,2023-10-11,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1420,5
Unable to check account balance. App is unreliable and buggy.,2,2025-03-26,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7985,14
Best banking app I've used. Transaction history is very clear and detailed.,3,2024-12-30,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1851,3
Mixed experience - some features are good while others need work.,3,2024-03-30,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1691,5
Amazing app! Makes mobile banking incredibly easy and secure.,4,2024-11-07,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5639,11
Ordinary mobile banking experience. Nothing outstanding but functional.,3,2025-02-03,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7225,13
"Quick and secure payments. The app works perfectly on my phone. Comparing to other banks, this is my experience.",4,2023-08-05,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1610,15
Great user experience! The design is modern and intuitive. Hope they continue to improve.,5,2023-11-06,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4587,15
App works fine but could use some improvements in the user interface. Update: Still having the same experience.,3,2023-10-06,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2031,17
Acceptable app performance though it could be faster and more responsive.,3,2025-01-15,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9809,8
Security concerns - app doesn't feel safe for financial transactions.,1,2024-04-28,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User6755,13
"Quick and secure payments. The app works perfectly on my phone. Comparing to other banks, this is my experience.",5,2023-06-17,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3303,13
Cannot transfer money - app shows error messages constantly. Update: Still having the same experience.,2,2024-03-13,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9411,2
App keeps crashing when I try to make payments. Very frustrating!,1,2023-08-27,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7638,17
Very convenient for paying bills and checking account balance anytime.,5,2024-04-22,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5453,11
Outdated interface and confusing navigation. Needs complete redesign.,1,2023-09-13,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4708,7
Smooth and efficient. Customer support is very responsive.,4,2025-03-19,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User6362,11
Excellent mobile banking app! Very user-friendly interface and fast transactions.,3,2025-03-28,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4352,14
Regular banking app - works fine for checking balance and simple transfers.,3,2023-11-11,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9290,20
"Smooth and efficient. Customer support is very responsive. Comparing to other banks, this is my experience.",4,2024-12-02,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1309,7
App keeps crashing when I try to make payments. Very frustrating!,2,2024-11-03,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1197,14
Love the new features. Makes banking so much easier than going to the branch.,4,2023-07-18,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7983,17
Smooth and efficient. Customer support is very responsive. Hope they continue to improve. Posting again to emphasize.,5,2023-07-04,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3497,15
Amazing app! Makes mobile banking incredibly easy and secure. Update: Still having the same experience.,4,2025-04-20,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7352,2
Smooth and efficient. Customer support is very responsive. Hope they continue to improve. Still my opinion.,4,2023-11-03,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8301,19
Mixed experience - some features are good while others need work. Overall satisfied with the service.,3,2024-01-02,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5632,11
Update: Regular banking app - works fine for checking balance and simple transfers.,3,2025-03-12,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User6154,5
Great user experience! The design is modern and intuitive. Overall satisfied with the service.,4,2023-11-18,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8247,19
Great user experience! The design is modern and intuitive. Been using this app for months now.,4,2023-10-12,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5585,19
Fast money transfer feature is amazing. No more long queues at the bank!,4,2023-06-24,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User6140,18
Great user experience! The design is modern and intuitive.,4,2024-12-13,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2924,3
The app is stable and reliable. Never had any technical issues.,4,2023-08-20,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3099,11
Best banking app I've used. Transaction history is very clear and detailed.,5,2025-03-05,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8046,8
Fast money transfer feature is amazing. No more long queues at the bank!,4,2023-10-28,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3843,14
Fast money transfer feature is amazing. No more long queues at the bank! Overall satisfied with the service.,4,2023-09-14,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4583,9
Very convenient for paying bills and checking account balance anytime.,2,2025-01-13,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5207,18
Fast money transfer feature is amazing. No more long queues at the bank!,5,2024-10-31,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2214,2
App keeps crashing when I try to make payments. Very frustrating!,2,2024-09-12,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2740,3
"Amazing app! Makes mobile banking incredibly easy and secure. Comparing to other banks, this is my experience.",4,2023-10-31,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5070,18
Amazing app! Makes mobile banking incredibly easy and secure.,5,2024-05-16,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8624,17
Terrible user experience. The app is slow and unresponsive.,2,2025-05-29,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7231,2
Terrible user experience. The app is slow and unresponsive.,2,2023-08-21,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5034,2
The app is okay for simple transactions but lacks advanced features.,3,2024-05-22,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7967,4
Amazing app! Makes mobile banking incredibly easy and secure. Hope they continue to improve.,4,2024-02-24,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7782,15
Bill payment feature never works properly. Always shows server errors.,1,2023-11-21,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7359,20
Very slow loading times. Takes forever to complete simple transactions. Posting again to emphasize.,2,2024-10-26,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User6834,4
"Decent banking app with basic features. Nothing special but gets the job done. Comparing to other banks, this is my experience.",3,2024-09-29,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1724,1
Acceptable app performance though it could be faster and more responsive.,3,2023-06-15,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9307,13
Love the new features. Makes banking so much easier than going to the branch. Been using this app for months now.,4,2025-02-03,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5496,3
Fast money transfer feature is amazing. No more long queues at the bank! Still my opinion.,4,2023-08-14,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8210,18
Standard banking app with room for improvement in user experience.,3,2024-09-22,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2624,11
Functional but not exceptional. Meets basic banking needs adequately.,3,2023-07-18,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3326,3
"Functional but not exceptional. Meets basic banking needs adequately. Comparing to other banks, this is my experience.",3,2024-08-10,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5193,2
Amazing app! Makes mobile banking incredibly easy and secure.,5,2024-07-08,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9446,14
Bill payment feature never works properly. Always shows server errors. Update: Still having the same experience.,2,2024-11-05,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2526,8
Ordinary mobile banking experience. Nothing outstanding but functional.,3,2023-09-25,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5325,9
Love the new features. Makes banking so much easier than going to the branch.,5,2023-12-27,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5979,8
Poor customer service. No response to my complaints about app errors.,1,2023-09-09,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5685,2
Security concerns - app doesn't feel safe for financial transactions.,2,2023-06-07,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7912,9
Amazing app! Makes mobile banking incredibly easy and secure.,4,2025-02-19,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2735,7
Very convenient for paying bills and checking account balance anytime. Hope they continue to improve.,5,2024-03-08,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7772,3
Outdated interface and confusing navigation. Needs complete redesign.,1,2023-06-23,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3413,15
